4.0353 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.4839 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x14b3e3cf8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x149daba58>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.4843 	EXP 	window1: mouseVisible = True
18.4843 	EXP 	window1: recordFrameIntervals = False
18.6502 	EXP 	window1: recordFrameIntervals = True
18.8337 	EXP 	window1: recordFrameIntervals = False
19.8149 	EXP 	Created Instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='Instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.8418 	EXP 	Created fixcross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixcross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
19.8487 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.8834 	EXP 	Sound Timer set volume 1.000
19.8930 	DATA 	Keypress: e
19.9163 	EXP 	Instr: autoDraw = True
21.3810 	EXP 	Imported InfinityThesisTest5.xlsx as conditions, 5 conditions, 2 params
21.3824 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
21.3832 	EXP 	New trial (rep=0, index=0): {'Statement': 'An inch cannot go on forever', 'Correct': 'e'}
21.4019 	DATA 	Keypress: e
21.4164 	EXP 	Instr: autoDraw = False
21.4164 	EXP 	text: text = 'An inch cannot go on forever'
21.4164 	EXP 	fixcross: autoDraw = True
21.9168 	EXP 	text: autoDraw = True
21.9335 	EXP 	fixcross: autoDraw = False
22.5694 	EXP 	New trial (rep=0, index=1): {'Statement': 'Time  goes on forever', 'Correct': 'e'}
22.5801 	DATA 	Keypress: e
22.5992 	EXP 	fixcross: autoDraw = False
22.5992 	EXP 	text: autoDraw = False
22.5992 	EXP 	text: text = 'Time  goes on forever'
22.5992 	EXP 	fixcross: autoDraw = True
23.0835 	EXP 	text: autoDraw = True
23.1005 	EXP 	fixcross: autoDraw = False
23.5029 	EXP 	New trial (rep=0, index=2): {'Statement': 'Numbers are finite', 'Correct': 'i'}
23.5256 	DATA 	Keypress: e
23.5333 	EXP 	fixcross: autoDraw = False
23.5333 	EXP 	text: autoDraw = False
23.5333 	EXP 	text: text = 'Numbers are finite'
23.5333 	EXP 	fixcross: autoDraw = True
24.0166 	EXP 	text: autoDraw = True
24.0332 	EXP 	fixcross: autoDraw = False
24.5036 	EXP 	New trial (rep=0, index=3): {'Statement': 'Space has an end', 'Correct': 'i'}
24.5143 	DATA 	Keypress: e
24.5473 	EXP 	fixcross: autoDraw = False
24.5473 	EXP 	text: autoDraw = False
24.5473 	EXP 	text: text = 'Space has an end'
24.5473 	EXP 	fixcross: autoDraw = True
25.0338 	EXP 	text: autoDraw = True
25.0504 	EXP 	fixcross: autoDraw = False
25.3584 	EXP 	New trial (rep=0, index=4): {'Statement': 'A minute is infinite', 'Correct': 'i'}
25.3739 	DATA 	Keypress: e
25.4005 	EXP 	fixcross: autoDraw = False
25.4005 	EXP 	text: autoDraw = False
25.4005 	EXP 	text: text = 'A minute is infinite'
25.4005 	EXP 	fixcross: autoDraw = True
25.8842 	EXP 	text: autoDraw = True
25.9136 	EXP 	fixcross: autoDraw = False
26.2737 	DATA 	Keypress: e
26.2836 	EXP 	fixcross: autoDraw = False
26.2836 	EXP 	text: autoDraw = False
26.5744 	EXP 	window1: mouseVisible = True
