SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,5.074,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,5.566,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.842,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.014,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,j,1,1.828,space,1.219,0,0,0,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,f,1,1.375,space,0.658,0,1,1,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,f,1,1.154,space,0.706,0,2,2,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,j,1,1.206,space,0.502,0,3,3,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,f,1,1.697,space,0.773,0,4,4,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,j,1,1.179,space,0.569,0,5,5,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,j,1,1.136,space,0.522,0,6,6,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,f,1,1.127,space,1.11,0,7,7,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,f,1,1.071,space,0.386,0,8,8,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,j,1,1.155,space,0.457,0,9,9,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.449,,,,,,,,space,2.109,f,1,1.022,,0,0,0,102,1,The Earth is a planet,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.567,,,,,,,,,,j,1,1.594,,0,1,1,20,1,Time cannot go on forever,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.436,,,,,,,,,,f,1,1.06,,0,2,2,88,1,This sentence is written in English,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.627,,,,,,,,,,j,1,1.193,,0,3,3,3,1,A minute is endless,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.428,,,,,,,,,,f,1,1.419,,0,4,4,17,1,Time is infinite,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.575,,,,,,,,,,f,1,0.86,,0,5,5,107,1,A pencil is used to write,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.847,,,,,,,,,,f,1,1.335,,0,6,6,71,1,Oaks reproduce,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.453,,,,,,,,,,j,1,0.876,,0,7,7,79,1,Forks are alive,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.569,,,,,,,,,,f,1,1.268,,0,8,8,35,1,Numbers are endless,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.639,,,,,,,,,,f,1,1.507,,0,9,9,23,1,Time can always be further divided,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.553,,,,,,,,,,f,1,0.74,,0,10,10,93,1,Magenta is a color,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.439,,,,,,,,,,f,1,0.721,,0,11,11,91,1,A circle is a shape,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.452,,,,,,,,,,f,1,1.26,,0,12,12,50,1,Turtles need nutrients,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.435,,,,,,,,,,j,1,1.626,,0,13,13,66,1,Music has a molecular structure,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.51,,,,,,,,,,j,1,1.296,,0,14,14,63,1,Color can be put in a container,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.412,,,,,,,,,,j,1,1.848,,0,15,15,85,1,Thoughts are composed of matter,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.438,,,,,,,,,,f,1,0.932,,0,16,16,100,1,A truck is a vehicle,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.489,,,,,,,,,,j,1,0.843,,0,17,17,123,1,Mississippi is a country,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.543,,,,,,,,,,f,1,0.826,,0,18,18,51,1,Tigers reproduce,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.453,,,,,,,,,,j,1,0.94,,0,19,19,62,1,Helicopters reproduce,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,1.312,,,,,,,,,,f,0,2.287,,0,20,20,30,1,Space cannot always be further divided,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.45,,,,,,,,,,f,0,1.265,,0,21,21,24,1,Space is finite,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.49,,,,,,,,,,j,0,2.255,,0,22,22,39,1,Numbers can always be further divided,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.551,,,,,,,,,,f,1,1.363,,0,23,23,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.46,,,,,,,,,,f,1,0.737,,0,24,24,89,1,A square is a shape,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.386,,,,,,,,,,f,1,1.045,,0,25,25,19,1,Time is endless,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.407,,,,,,,,,,f,1,1.453,,0,26,26,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.47,,,,,,,,,,j,1,0.787,,0,27,27,78,1,Hammers are alive,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.503,,,,,,,,,,j,1,1.346,,0,28,28,26,1,Space has an end,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.389,,,,,,,,,,j,1,0.875,,0,29,29,82,1,Stones reproduce,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.371,,,,,,,,,,f,1,0.81,,0,30,30,99,1,A motorcycle is a vehicle,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.625,,,,,,,,,,j,1,1.215,,0,31,31,64,1,Echoes are composed of matter,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.383,,,,,,,,,,f,1,0.975,,0,32,32,37,1,Numbers can go on forever,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.515,,,,,,,,,,f,1,0.97,,0,33,33,68,1,Algae is alive,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.369,,,,,,,,,,f,1,0.978,,0,34,34,49,1,Pelicans are alive,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.447,,,,,,,,,,f,1,0.895,,0,35,35,69,1,Bacteria are alive,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.39,,,,,,,,,,j,1,1.127,,0,36,36,18,1,Time has an end,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.454,,,,,,,,,,j,1,1.142,,0,37,37,108,1,This sentence is written in Spanish,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.345,,,,,,,,,,j,0,1.274,,0,38,38,31,1,Space can always be further divided,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.566,,,,,,,,,,f,1,1.131,,0,39,39,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,1.756,,,,,,,,,,f,1,1.578,space,0,40,40,4,1,A minute cannot go on forever,f,0.529,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.605,,,,,,,,,,j,1,1.493,,0,41,41,80,1,Mittens need nutrients,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.396,,,,,,,,,,j,1,0.872,,0,42,42,58,1,Clocks are alive,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.416,,,,,,,,,,f,1,0.813,,0,43,43,48,1,Crocodiles are alive,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.419,,,,,,,,,,j,1,0.845,,0,44,44,61,1,Sailboats reproduce,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.589,,,,,,,,,,f,1,1.745,,0,45,45,90,1,A triangle is not an animal,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.491,,,,,,,,,,f,1,1.526,,0,46,46,75,1,Frost is composed of matter,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.442,,,,,,,,,,f,1,1.378,,0,47,47,12,1,An inch cannot go on forever,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.368,,,,,,,,,,f,1,0.901,,0,48,48,98,1,A clock is used to tell time,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.45,,,,,,,,,,j,1,0.943,,0,49,49,115,1,Yellow is an animal,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.405,,,,,,,,,,j,1,1.66,,0,50,50,109,1,A square is a color,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.525,,,,,,,,,,j,1,2.108,,0,51,51,59,1,Comets are alive,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,2.04,,,,,,,,,,f,1,1.623,,0,52,52,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.453,,,,,,,,,,j,1,1.251,,0,53,53,65,1,Shadows are composed of matter,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.466,,,,,,,,,,f,1,0.953,,0,54,54,96,1,Fish can swim in the ocean,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.386,,,,,,,,,,j,1,1.111,,0,55,55,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.492,,,,,,,,,,j,1,1.13,,0,56,56,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.438,,,,,,,,,,j,1,0.978,,0,57,57,87,1,Dreams have a molecular structure,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.489,,,,,,,,,,j,1,1.301,,0,58,58,16,1,Time is finite,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.367,,,,,,,,,,j,1,0.96,,0,59,59,119,1,A motorcycle is a person,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.514,,,,,,,,,,j,1,1.42,,0,60,60,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.486,,,,,,,,,,j,1,1.005,,0,61,61,110,1,A triangle is an animal,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.355,,,,,,,,,,j,1,1.842,,0,62,62,41,1,The number five is infinite,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.553,,,,,,,,,,j,1,1.289,,0,63,63,43,1,The number five is endless,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.402,,,,,,,,,,f,1,1.525,,0,64,64,40,1,The number five is finite,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.454,,,,,,,,,,j,1,1.006,,0,65,65,111,1,A circle is a flavor,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.36,,,,,,,,,,j,1,1.326,,0,66,66,9,1,An inch is infinite,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.483,,,,,,,,,,f,1,0.941,,0,67,67,104,1,The United States has a president,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.442,,,,,,,,,,j,1,1.142,,0,68,68,36,1,Numbers cannot go on forever,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.405,,,,,,,,,,f,1,1.239,,0,69,69,33,1,Numbers are infinite,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.415,,,,,,,,,,j,1,1.509,,0,70,70,45,1,The number five can go on forever,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.404,,,,,,,,,,f,0,3.109,,0,71,71,6,1,A minute cannot always be further divided,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.442,,,,,,,,,,j,1,2.137,,0,72,72,122,1,The Earth is a star,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.258,,,,,,,,,,f,0,2.675,,0,73,73,22,1,Time cannot always be further divided,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.38,,,,,,,,,,f,1,1.027,,0,74,74,105,1,There are fifty states in the United States,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.328,,,,,,,,,,f,0,2.534,,0,75,75,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.414,,,,,,,,,,f,1,0.89,,0,76,76,95,1,Yellow is a color,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.576,,,,,,,,,,j,1,1.004,,0,77,77,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.387,,,,,,,,,,f,1,1.233,,0,78,78,2,1,A minute has an end,f,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.403,,,,,,,,,,j,1,1.216,,0,79,79,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,space,0.418,,,,,,,,,,j,1,1.046,,0,80,80,118,1,A horse is used to tell time,j,,,
,,,,,,,,4924,2022-04-06_19h37.43.390,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,41.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.094
