SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,8.2479,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,23.7455,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.8866,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,j,1,2.5876,space,1.1057,0,0,0,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,f,1,4.1605,space,1.3981,0,1,1,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,j,1,1.956,space,0.8107,0,2,2,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,j,1,2.4554,space,1.0271,0,3,3,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,f,1,2.0499,space,0.9207,0,4,4,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,j,1,1.7901,space,0.7821,0,5,5,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,f,1,1.7145,space,0.7477,0,6,6,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,j,1,1.4855,space,0.7261,0,7,7,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,9511,2022-04-06_17h57.46.296,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.89099838,f,1,1.4508,space,0.7317,0,8,8,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
