SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,10.962,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,14.735,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.1592,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.9315,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,f,1,2.0169,space,1.3814,0,0,0,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,j,1,1.6741,space,1.2356,0,1,1,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,j,1,1.7168,space,0.835,0,2,2,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,f,1,2.2606,space,0.5667,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,f,1,2.6514,space,0.7181,0,4,4,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,j,1,1.8915,space,0.4537,0,5,5,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,f,1,1.9196,space,0.4914,0,6,6,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,f,1,1.723,space,0.3384,0,7,7,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,j,1,1.8841,space,0.5035,0,8,8,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,j,1,2.0947,space,0.5182,0,9,9,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,1.092,,,,,,,,space,3.8538,j,1,3.4816,,0,0,0,112,1,Dinosaurs are not extinct,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.6857,,,,,,,,,,f,1,3.0413,,0,1,1,4,1,A minute cannot go on forever,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.7718,,,,,,,,,,f,1,3.4544,,0,2,2,44,1,The number five cannot go on forever,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5346,,,,,,,,,,j,1,2.1012,,0,3,3,109,1,A square is a color,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5856,,,,,,,,,,f,1,1.8113,,0,4,4,68,1,Algae is alive,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.7226,,,,,,,,,,f,1,2.5847,,0,5,5,39,1,Numbers can always be further divided,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5078,,,,,,,,,,f,1,2.8137,,0,6,6,40,1,The number five is finite,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4687,,,,,,,,,,j,1,2.3309,,0,7,7,124,1,The president of the United States is Oprah,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4679,,,,,,,,,,f,1,1.6526,,0,8,8,91,1,A circle is a shape,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4503,,,,,,,,,,f,1,2.2579,,0,9,9,77,1,Saliva has a molecular structure,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5842,,,,,,,,,,j,1,2.4333,,0,10,10,81,1,Tables reproduce,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5516,,,,,,,,,,f,1,2.3339,,0,11,11,76,1,Pollen has a molecular structure,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4852,,,,,,,,,,j,1,1.5826,,0,12,12,58,1,Clocks are alive,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.6531,,,,,,,,,,f,1,1.9779,,0,13,13,19,1,Time is endless,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5075,,,,,,,,,,j,1,2.841,,0,14,14,36,1,Numbers cannot go on forever,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3762,,,,,,,,,,f,1,1.6561,,0,15,15,48,1,Crocodiles are alive,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5111,,,,,,,,,,j,1,1.644,,0,16,16,123,1,Mississippi is a country,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4374,,,,,,,,,,j,1,1.6489,,0,17,17,66,1,Music has a molecular structure,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4146,,,,,,,,,,f,1,2.1112,,0,18,18,37,1,Numbers can go on forever,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4334,,,,,,,,,,j,1,2.3495,,0,19,19,20,1,Time cannot go on forever,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5468,,,,,,,,,,f,1,2.4211,,0,20,20,12,1,An inch cannot go on forever,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5017,,,,,,,,,,j,1,2.0247,,0,21,21,110,1,A triangle is an animal,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3974,,,,,,,,,,f,1,1.5612,,0,22,22,98,1,A clock is used to tell time,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4403,,,,,,,,,,j,1,1.3233,,0,23,23,61,1,Sailboats reproduce,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5442,,,,,,,,,,f,1,2.8418,,0,24,24,53,1,Bricks can be put in a container,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.421,,,,,,,,,,f,1,2.0963,,0,25,25,71,1,Oaks reproduce,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.6886,,,,,,,,,,f,1,2.7805,,0,26,26,75,1,Frost is composed of matter,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4358,,,,,,,,,,j,1,1.7373,,0,27,27,26,1,Space has an end,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.488,,,,,,,,,,j,1,3.0456,,0,28,28,38,1,Numbers cannot always be further divided,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3379,,,,,,,,,,f,1,1.6181,,0,29,29,51,1,Tigers reproduce,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.399,,,,,,,,,,j,1,1.303,,0,30,30,86,1,Words have a molecular structure,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4059,,,,,,,,,,j,1,1.834,,0,31,31,11,1,An inch is endless,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5035,,,,,,,,,,f,1,1.331,,0,32,32,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4348,,,,,,,,,,f,1,3.1408,,0,33,33,31,1,Space can always be further divided,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4691,,,,,,,,,,f,1,3.1483,,0,34,34,73,1,Bubbles can be put in a container,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.268,,,,,,,,,,f,1,1.9358,,0,35,35,25,1,Space is infinite,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3922,,,,,,,,,,j,1,1.5516,,0,36,36,13,1,An inch can go on forever,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3843,,,,,,,,,,f,1,2.3705,,0,37,37,88,1,This sentence is written in English,f,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3523,,,,,,,,,,j,1,1.5847,,0,38,38,118,1,A horse is used to tell time,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.9202,,,,,,,,,,f,0,2.1848,,0,39,39,9,1,An inch is infinite,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,1.367,,,,,,,,,,f,1,2.5518,space,0,40,40,17,1,Time is infinite,f,1.0861,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.5333,,,,,,,,,,j,1,1.5385,,0,41,41,119,1,A motorcycle is a person,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.4515,,,,,,,,,,j,1,2.9104,,0,42,42,22,1,Time cannot always be further divided,j,,,
,,,,,,,,4437,2022-04-06_17h58.23.425,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,59.15759584,,,,space,0.3554,,,,,,,,,,j,1,1.8031,,0,43,43,18,1,Time has an end,j,,,
