SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,7.8037,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.7601,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.4756,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.9035,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,f,1,1.7786,space,0.8652,0,0,0,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,f,1,3.5053,space,0.6467,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,j,1,1.9013,space,0.4484,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,j,1,1.585,space,0.1682,0,3,3,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,f,1,1.4837,space,0.4344,0,4,4,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,f,1,1.2667,space,0.2371,0,5,5,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,j,1,1.2021,space,0.3323,0,6,6,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,f,1,1.3393,space,0.3375,0,7,7,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,j,1,1.0642,space,0.3517,0,8,8,5,1,A truck is an animal,j,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,j,1,1.3659,space,0.2154,0,9,9,7,1,The Earth is a star,j,,,,,,,,,,,,,,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5771,,,,,,,,space,3.3661,j,1,1.815,,0,0,0,18,1,Time has an end,j,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4175,,,,,,,,,,j,1,1.984,,0,1,1,28,1,Space cannot go on forever,j,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.235,,,,,,,,,,f,1,1.3329,,0,2,2,102,1,The Earth is a planet,f,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.6675,,,,,,,,,,j,1,1.3522,,0,3,3,60,1,Robots need nutrients,j,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.1864,,,,,,,,,,j,1,1.3808,,0,4,4,115,1,Yellow is an animal,j,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.4178,,,,,,,,,,j,1,2.5486,,0,5,5,14,1,An inch cannot always be further divided,j,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.3531,,,,,,,,,,f,1,2.3678,,0,6,6,53,1,Bricks can be put in a container,f,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.5364,,,,,,,,,,f,1,1.7298,,0,7,7,106,1,Humans cannot breathe water,f,,,
,,,,,,,,2184,2022-04-06_18h05.01.692,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,space,0.1838,,,,,,,,,,j,1,0.8506,,0,8,8,110,1,A triangle is an animal,j,,,
