SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,6.4796,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.2588,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.3578,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.3186,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,f,1,3.4347,space,1.6462,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,f,1,1.3267,space,0.4255,0,1,1,2,1,Magenta is a color,f,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,j,1,1.2175,space,0.3376,0,2,2,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,f,1,1.2107,space,0.4756,0,3,3,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,j,1,3.261,space,0.426,0,4,4,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,
,,,,,,,,9690,2022-04-06_19h50.43.517,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,119.9472232,j,1,1.1806,space,0.6086,0,5,5,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,,
