SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,6.2143,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.2574,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,0.7731,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,0,,0,0,0,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,f,0,space,0,1,1,8,1,Mississippi is a country,j,6.0908,1.5329,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,j,0,space,0,2,2,0,1,A circle is a shape,f,0.6813,1.5404,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,j,0,space,0,3,3,4,1,Humans cannot breathe water,f,0.6421,1.1661,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,f,1,space,0,4,4,1,1,Dinosaurs are extinct,f,0.0412,1.2805,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,j,0,space,0,5,5,2,1,Magenta is a color,f,0.5826,1.6534,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,f,0,space,0,6,6,7,1,The Earth is a star,j,0.1269,1.3754,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,f,0,space,0,7,7,6,1,Jupiter is the planet we live on,j,0.5672,1.2218,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,f,0,space,0,8,8,5,1,A truck is an animal,j,0.1048,2.0231,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,j,0,space,0,9,9,3,1,A clock is used to tell time,f,1.0074,1.8029,,,,,,,,,,,,,,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,2.5194,space,2.4746,j,0,0.7496,,0,0,0,104,1,The United States has a president,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.2698,,,f,1,0.2199,,0,1,1,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9409,,,f,0,0.6657,,0,2,2,9,1,An inch is infinite,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9967,,,f,0,0.6495,,0,3,3,26,1,Space has an end,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9145,,,f,1,0.6734,,0,4,4,35,1,Numbers are endless,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.1156,,,j,1,0.6529,,0,5,5,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.8848,,,j,1,0.6779,,0,6,6,46,1,The number five cannot always be further divided,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,0.9357,,,j,1,0.6798,,0,7,7,84,1,Silence is composed of matter,j,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.8728,,,f,1,0.7867,,0,8,8,95,1,Yellow is a color,f,,,
,,,,,,,,6329,2022-03-31_22h06.47.105,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,32.82455277,,,space,,,,,,,,,1.3841,,,f,0,0.7768,,0,9,9,119,1,A motorcycle is a person,j,,,
