SlowInstrKey.keys,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,SlowInstrKey.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,f,1,1.465,space,0.441,0,6,6,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,f,1,1.7503,space,0.4542,0,7,7,0,1,A circle is a shape,f,,,,,,,,,,,,,,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,j,1,2.3669,space,0.4314,0,8,8,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,f,1,2.3475,space,0.4648,0,9,9,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4187,,,,,,,,space,9.5488,j,1,1.4386,,0,0,0,122,1,The Earth is a star,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3008,,,,,,,,,,j,1,1.4147,,0,1,1,120,1,A truck is an animal,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4476,,,,,,,,,,j,1,1.5815,,0,2,2,111,1,A circle is a flavor,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3319,,,,,,,,,,j,1,1.7499,,0,3,3,66,1,Music has a molecular structure,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2317,,,,,,,,,,j,1,1.8711,,0,4,4,11,1,An inch is endless,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1833,,,,,,,,,,j,1,1.1004,,0,5,5,78,1,Hammers are alive,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3081,,,,,,,,,,f,1,2.22,,0,6,6,106,1,Humans cannot breathe water,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2222,,,,,,,,,,j,1,1.8323,,0,7,7,63,1,Color can be put in a container,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3494,,,,,,,,,,f,1,1.4896,,0,8,8,107,1,A pencil is used to write,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2728,,,,,,,,,,j,1,1.4024,,0,9,9,67,1,Gravity has a molecular structure,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.9314,,,,,,,,,,j,1,3.515,,0,10,10,20,1,Time cannot go on forever,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3,,,,,,,,,,j,1,1.4005,,0,11,11,9,1,An inch is infinite,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2302,,,,,,,,,,j,1,1.4146,,0,12,12,114,1,Lightbulbs are made of clay,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2911,,,,,,,,,,j,1,2.573,,0,13,13,28,1,Space cannot go on forever,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,1.2863,,,,,,,,,,j,1,1.9682,,0,14,14,5,1,A minute can go on forever,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4187,,,,,,,,,,f,1,0.9383,,0,15,15,93,1,Magenta is a color,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3709,,,,,,,,,,f,1,1.5169,,0,16,16,101,1,Jupiter is in our solar system,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2344,,,,,,,,,,j,1,1.4211,,0,17,17,121,1,Jupiter is the planet we live on,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2874,,,,,,,,,,f,1,1.6142,,0,18,18,8,1,An inch is finite,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3654,,,,,,,,,,f,1,2.5331,,0,19,19,39,1,Numbers can always be further divided,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3518,,,,,,,,,,f,1,1.1648,,0,20,20,52,1,Frogs reproduce,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4645,,,,,,,,,,f,1,3.1163,,0,21,21,75,1,Frost is composed of matter,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3375,,,,,,,,,,f,1,1.37,,0,22,22,57,1,Rocks have a molecular structure,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3154,,,,,,,,,,f,0,2.4072,,0,23,23,16,1,Time is finite,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2527,,,,,,,,,,f,1,1.0528,,0,24,24,51,1,Tigers reproduce,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3671,,,,,,,,,,j,1,4.2514,,0,25,25,6,1,A minute cannot always be further divided,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.5837,,,,,,,,,,f,1,1.4643,,0,26,26,98,1,A clock is used to tell time,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3172,,,,,,,,,,j,1,1.4147,,0,27,27,13,1,An inch can go on forever,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.299,,,,,,,,,,j,1,2.2891,,0,28,28,65,1,Shadows are composed of matter,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.253,,,,,,,,,,j,1,2.2674,,0,29,29,126,1,Humans can breathe water,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2695,,,,,,,,,,f,1,1.8046,,0,30,30,4,1,A minute cannot go on forever,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2316,,,,,,,,,,f,1,1.6013,,0,31,31,7,1,A minute can always be further divided,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2173,,,,,,,,,,f,1,1.922,,0,32,32,55,1,Concrete is composed of matter,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2678,,,,,,,,,,f,1,1.0907,,0,33,33,103,1,The United States is a country,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2482,,,,,,,,,,j,1,2.3859,,0,34,34,87,1,Dreams have a molecular structure,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4653,,,,,,,,,,j,1,2.6302,,0,35,35,116,1,Fish cannot swim in the ocean,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2517,,,,,,,,,,f,1,1.7485,,0,36,36,74,1,Foam is composed of matter,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2029,,,,,,,,,,f,1,1.1527,,0,37,37,48,1,Crocodiles are alive,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.3175,,,,,,,,,,f,1,1.9983,,0,38,38,0,1,A minute is finite,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2145,,,,,,,,,,j,1,1.1245,,0,39,39,115,1,Yellow is an animal,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,1.753,,,,,,,,,,j,0,2.4851,space,0,40,40,31,1,Space can always be further divided,f,0.6838,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2559,,,,,,,,,,f,1,1.4341,,0,41,41,10,1,An inch has an end,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1831,,,,,,,,,,f,1,1.5497,,0,42,42,37,1,Numbers can go on forever,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.4672,,,,,,,,,,f,1,1.1563,,0,43,43,77,1,Saliva has a molecular structure,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2986,,,,,,,,,,f,1,0.9496,,0,44,44,102,1,The Earth is a planet,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2867,,,,,,,,,,f,1,1.3978,,0,45,45,70,1,Grass needs nutrients,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1895,,,,,,,,,,f,1,2.4501,,0,46,46,19,1,Time is endless,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1676,,,,,,,,,,j,1,1.4856,,0,47,47,117,1,Dolphins cannot swim in the ocean,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1701,,,,,,,,,,f,1,0.9327,,0,48,48,94,1,Orange is a color,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2333,,,,,,,,,,f,1,1.833,,0,49,49,15,1,An inch can be always further divided,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.299,,,,,,,,,,f,1,1.1074,,0,50,50,72,1,Mushrooms reproduce,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1675,,,,,,,,,,j,1,1.6679,,0,51,51,36,1,Numbers cannot go on forever,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.6022,,,,,,,,,,f,0,1.2885,,0,52,52,26,1,Space has an end,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2,,,,,,,,,,f,1,1.015,,0,53,53,56,1,Diamonds have a molecular structure,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,1.0308,,,,,,,,,,j,0,1.8999,,0,54,54,12,1,An inch cannot go on forever,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2008,,,,,,,,,,j,1,1.2027,,0,55,55,127,1,A zebra is used to write,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2001,,,,,,,,,,j,1,1.2342,,0,56,56,82,1,Stones reproduce,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2008,,,,,,,,,,j,1,1.3501,,0,57,57,43,1,The number five is endless,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1886,,,,,,,,,,j,1,1.1896,,0,58,58,24,1,Space is finite,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1979,,,,,,,,,,f,1,0.8339,,0,59,59,95,1,Yellow is a color,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2079,,,,,,,,,,f,1,1.0325,,0,60,60,91,1,A circle is a shape,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2514,,,,,,,,,,f,1,1.1543,,0,61,61,97,1,Dolphins can swim in the ocean,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.239,,,,,,,,,,j,0,1.7059,,0,62,62,47,1,The number five can always be further divided,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1696,,,,,,,,,,f,1,2.0173,,0,63,63,23,1,Time can always be further divided,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2021,,,,,,,,,,j,1,1.751,,0,64,64,108,1,This sentence is written in Spanish,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2343,,,,,,,,,,j,1,1.4057,,0,65,65,84,1,Silence is composed of matter,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1815,,,,,,,,,,j,1,1.1845,,0,66,66,79,1,Forks are alive,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2314,,,,,,,,,,j,1,1.8833,,0,67,67,125,1,There are ninty states in the United States,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1818,,,,,,,,,,j,1,1.8348,,0,68,68,3,1,A minute is endless,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2482,,,,,,,,,,f,1,1.1693,,0,69,69,69,1,Bacteria are alive,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.207,,,,,,,,,,j,1,1.0334,,0,70,70,119,1,A motorcycle is a person,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1986,,,,,,,,,,j,1,1.5172,,0,71,71,41,1,The number five is infinite,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.2003,,,,,,,,,,f,1,1.4167,,0,72,72,35,1,Numbers are endless,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1708,,,,,,,,,,j,1,2.0514,,0,73,73,14,1,An inch cannot always be further divided,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1507,,,,,,,,,,f,1,1.5331,,0,74,74,2,1,A minute has an end,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1833,,,,,,,,,,j,1,1.165,,0,75,75,113,1,Magenta is a shape,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1649,,,,,,,,,,f,1,1.5696,,0,76,76,40,1,The number five is finite,f,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1734,,,,,,,,,,j,1,2.4337,,0,77,77,22,1,Time cannot always be further divided,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1581,,,,,,,,,,j,1,1.0705,,0,78,78,59,1,Comets are alive,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1523,,,,,,,,,,j,1,1.5659,,0,79,79,32,1,Numbers are finite,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,space,0.1673,,,,,,,,,,j,1,1.1822,,0,80,80,81,1,Tables reproduce,j,,,
,,,,,,,5362,2022-04-06_16h29.58.751,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.6358
