SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_4.keys,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_5.rt,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys,endstudykey.rt
space,8.3611,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,7.879,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,0,,0,0,0,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,f,1,space,0,1,1,2,1,Magenta is a color,f,4.0367,1.8432,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,f,1,space,0,2,2,0,1,A circle is a shape,f,2.483,0.7896,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,f,1,space,0,3,3,4,1,Humans cannot breathe water,f,8.5701,0.8696,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,j,1,space,0,4,4,5,1,A truck is an animal,j,1.6529,1.2983,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,j,1,space,0,5,5,9,1,Humans cannot eat food,j,2.7181,0.8685,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,j,1,space,0,6,6,6,1,Jupiter is the planet we live on,j,2.8507,0.6539,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,j,1,space,0,7,7,7,1,The Earth is a star,j,2.3241,0.9376,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,f,1,space,0,8,8,1,1,Dinosaurs are extinct,f,2.4208,0.333,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,f,1,space,0,9,9,3,1,A clock is used to tell time,f,1.9709,0.5032,,,,,,,,,,,,,,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.7537,space,5.9901,f,1,3.5019,,0,0,0,69,1,Bacteria are alive,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4356,,,j,1,1.7543,,0,1,1,113,1,Magenta is a shape,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4331,,,f,1,1.6344,,0,2,2,92,1,Dinosaurs are extinct,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4712,,,f,1,1.9504,,0,3,3,37,1,Numbers can go on forever,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3755,,,f,1,2.5483,,0,4,4,57,1,Rocks have a molecular structure,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.6849,,,f,1,2.249,,0,5,5,42,1,The number five has an end,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5376,,,f,1,3.3941,,0,6,6,10,1,An inch has an end,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.5375,,,f,1,3.2868,,0,7,7,4,1,A minute cannot go on forever,f,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.3889,,,j,1,2.2013,,0,8,8,13,1,An inch can go on forever,j,,,
,,,,,,,,3139,2022-04-06_19h33.17.880,ImplicitInfinitySC-SLOWTASK,2021.2.3,Linux x86_64,59.98440405,,,space,,,,,,,,,0.4038,,,j,1,1.9697,,0,9,9,116,1,Fish cannot swim in the ocean,j,,,
